,ConvertedAge,BreedRank,AnimalType_Cat,AnimalType_Dog,Female_Female,Female_Male,Female_Unknown,Intact_Intact,Intact_Spayed/Neutered,Intact_Unknown,MixedBreed_Known Breed Combo,MixedBreed_Mixed Breed,MixedBreed_Nonmixed,Named_Named,Named_Unnamed
15505,-0.535403469198,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
16479,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
14199,1.93912320708,0.738260641456,0,1,0,1,0,0,1,0,1,0,0,1,0
9570,-0.680206720736,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
25088,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
20073,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
20928,-0.403471617797,-0.944929020109,0,1,0,1,0,0,1,0,1,0,0,1,0
1547,-0.709167371044,-0.944929020109,0,1,1,0,0,0,1,0,1,0,0,1,0
9828,0.600497592867,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
26365,0.265841189312,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
10670,-0.403471617797,-0.821165074406,0,1,0,1,0,0,1,0,1,0,0,1,0
2492,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
9972,-0.709167371044,0.738260641456,0,1,1,0,0,1,0,0,0,0,1,1,0
7794,-0.0688152142423,-0.59838997214,0,1,0,1,0,0,1,0,0,1,0,1,0
3056,1.26981039998,0.738260641456,0,1,0,1,0,1,0,0,0,0,1,1,0
25698,-0.622285420121,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,0,1
2339,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
25301,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
683,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
20233,-0.593324769813,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
19662,1.93912320708,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
21999,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
18012,-0.403471617797,-1.73701827261,0,1,0,1,0,1,0,0,0,1,0,0,1
4872,-0.680206720736,-1.73701827261,0,1,0,1,0,1,0,0,1,0,0,0,1
16985,-0.0688152142423,-1.31622085722,0,1,0,1,0,0,1,0,1,0,0,1,0
22661,-0.0688152142423,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,0,1
25580,-0.0688152142423,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
10946,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
15792,-0.564364119506,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
20375,-0.0688152142423,-1.31622085722,0,1,0,1,0,1,0,0,1,0,0,1,0
23785,0.265841189312,-0.647895550421,0,1,1,0,0,0,1,0,0,0,1,1,0
16449,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
17909,3.94706162841,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,0,1
3475,-0.731692321283,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
9408,-0.0688152142423,-0.25185092417,0,1,1,0,0,0,1,0,0,1,0,1,0
14645,-0.593324769813,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
16472,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
7287,0.265841189312,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
15665,-0.0688152142423,-0.152839767608,0,1,1,0,0,0,1,0,0,1,0,1,0
3857,-0.403471617797,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
11446,0.935153996421,0.738260641456,0,1,1,0,0,0,1,0,0,0,1,1,0
2952,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
13324,-0.622285420121,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
22894,-0.403471617797,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
22579,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
14001,0.935153996421,-1.39047922464,0,1,1,0,0,1,0,0,0,1,0,1,0
21447,0.265841189312,-1.68751269433,0,1,0,1,0,0,1,0,0,1,0,1,0
400,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
17659,-0.718820921146,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
24214,0.600497592867,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
1920,0.265841189312,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
9234,0.600497592867,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
59,-0.0688152142423,-1.4894903812,0,1,0,1,0,0,1,0,1,0,0,1,0
22650,-0.725256621215,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
24367,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
376,2.60843601419,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
17352,0.935153996421,-1.34097364636,0,1,0,1,0,0,1,0,0,1,0,1,0
11100,-0.0688152142423,-1.19245691152,0,1,0,1,0,1,0,0,0,1,0,0,1
5390,-0.0688152142423,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
20409,2.60843601419,-0.00432303276372,0,1,0,1,0,0,1,0,0,1,0,1,0
10817,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
22950,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
11726,-0.403471617797,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
3900,0.265841189312,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
7565,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
8943,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
10594,-0.403471617797,-1.11819854409,0,1,0,1,0,0,1,0,1,0,0,1,0
13440,-0.593324769813,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
17173,0.935153996421,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
1094,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
14898,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
12120,0.265841189312,-1.31622085722,0,1,1,0,0,0,1,0,1,0,0,1,0
13008,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
12263,1.93912320708,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
18583,-0.725256621215,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
2196,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,0,1
26522,0.265841189312,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
2603,-0.725256621215,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
24362,0.265841189312,-1.73701827261,0,1,1,0,0,0,1,0,1,0,0,1,0
10229,-0.651246070428,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
17492,-0.403471617797,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
3164,-0.593324769813,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
25378,-0.0688152142423,0.738260641456,1,0,1,0,0,0,1,0,1,0,0,0,1
1383,0.600497592867,-1.53899595949,0,1,0,1,0,0,1,0,1,0,0,1,0
8,-0.593324769813,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
20930,-0.403471617797,-1.43998480292,0,1,0,1,0,0,1,0,1,0,0,1,0
1203,-0.725256621215,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
10971,0.265841189312,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
26181,-0.709167371044,-1.58850153777,0,1,0,1,0,0,1,0,0,1,0,1,0
1755,-0.718820921146,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
12485,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
1901,-0.712385221078,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
17305,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
19203,-0.738128021351,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
21667,3.61240522486,-0.152839767608,0,1,1,0,0,0,1,0,0,1,0,1,0
22735,0.600497592867,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
16025,0.600497592867,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,1,0
14984,-0.680206720736,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,0,1
2435,-0.718820921146,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
18939,-0.403471617797,0.0946881237989,0,1,0,1,0,0,1,0,0,1,0,1,0
23570,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
26564,-0.564364119506,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
16674,-0.593324769813,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
14831,0.600497592867,-0.944929020109,0,1,1,0,0,0,1,0,0,1,0,1,0
26389,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
2159,3.94706162841,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
4342,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
12978,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
24037,3.2777488213,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,1,0
9162,-0.0688152142423,-1.2419624898,0,1,0,1,0,0,1,0,1,0,0,0,1
7469,-0.725256621215,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
11660,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
7627,-0.564364119506,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
5433,-0.0688152142423,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
17261,-0.731692321283,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
17308,-0.0688152142423,-1.2419624898,0,1,1,0,0,0,1,0,0,1,0,0,1
1422,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
25447,-0.0688152142423,-0.99443459839,0,1,0,1,0,0,1,0,0,1,0,1,0
6250,0.600497592867,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
4824,0.265841189312,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
2277,3.61240522486,0.0946881237989,0,1,1,0,0,1,0,0,0,1,0,1,0
4838,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
24936,1.93912320708,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
14078,-0.651246070428,0.292710436924,0,1,1,0,0,0,1,0,0,1,0,1,0
20800,2.94309241775,0.738260641456,0,1,1,0,0,0,1,0,0,0,1,1,0
1013,0.265841189312,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
5246,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
20479,-0.0688152142423,-1.04394017667,0,1,0,1,0,0,1,0,0,1,0,1,0
25041,-0.731692321283,-1.19245691152,0,1,0,0,1,0,0,1,0,1,0,0,1
16975,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
18733,-0.0688152142423,-1.63800711605,0,1,0,1,0,0,1,0,0,1,0,1,0
21281,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
8678,-0.622285420121,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
18439,0.265841189312,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
8285,-0.622285420121,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
25791,-0.564364119506,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
19420,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
16857,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
2116,0.265841189312,0.0946881237989,0,1,1,0,0,0,1,0,0,1,0,1,0
18459,0.265841189312,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
15767,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
11822,-0.622285420121,-1.63800711605,0,1,1,0,0,1,0,0,0,1,0,1,0
7804,-0.738128021351,-1.73701827261,0,1,0,0,1,0,0,1,0,1,0,0,1
6075,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
12604,0.600497592867,-1.2419624898,0,1,1,0,0,0,1,0,0,1,0,1,0
14038,2.27377961064,-0.746906706984,0,1,0,1,0,0,1,0,0,0,1,1,0
25743,-0.622285420121,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,0,1
23450,1.93912320708,0.49073275005,0,1,1,0,0,1,0,0,0,1,0,0,1
16150,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
19475,2.60843601419,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
3985,3.61240522486,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
4711,0.935153996421,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
23235,2.27377961064,-1.53899595949,0,1,0,1,0,0,1,0,0,1,0,1,0
21856,0.600497592867,-1.29146806808,0,1,1,0,0,1,0,0,1,0,0,1,0
25690,-0.403471617797,-0.99443459839,0,1,0,1,0,0,1,0,0,1,0,1,0
12606,-0.709167371044,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
12301,0.600497592867,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
6238,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
6106,1.60446680353,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
6652,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
24885,0.265841189312,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,1,0
11101,0.935153996421,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
10240,-0.477482168583,0.0451825455176,0,1,0,1,0,0,1,0,0,1,0,1,0
3107,-0.680206720736,-0.59838997214,0,1,0,1,0,0,1,0,1,0,0,1,0
12049,-0.403471617797,0.0946881237989,0,1,1,0,0,0,1,0,0,1,0,1,0
1772,-0.0688152142423,-1.4894903812,0,1,1,0,0,0,1,0,1,0,0,1,0
1002,-0.709167371044,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
18213,-0.535403469198,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
13391,0.600497592867,-1.2419624898,0,1,1,0,0,0,1,0,0,1,0,1,0
16563,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
25084,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
22532,-0.0688152142423,-1.31622085722,0,1,0,1,0,0,1,0,1,0,0,1,0
7169,-0.709167371044,-1.43998480292,0,1,1,0,0,1,0,0,0,1,0,0,1
3502,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
26559,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
11770,-0.403471617797,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
11829,-0.477482168583,-0.301356502452,0,1,1,0,0,0,1,0,0,1,0,0,1
2918,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
9682,1.93912320708,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
18996,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,0,1
3472,0.935153996421,-1.46473759206,0,1,1,0,0,0,1,0,1,0,0,0,1
17926,-0.0688152142423,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,1,0
2984,-0.403471617797,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
20534,0.600497592867,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
8082,-0.0688152142423,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
20094,1.26981039998,0.738260641456,0,1,1,0,0,0,1,0,1,0,0,1,0
5736,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
21122,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
21774,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
14398,-0.622285420121,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
22018,0.265841189312,-1.68751269433,0,1,0,1,0,0,1,0,1,0,0,1,0
1210,-0.0688152142423,-0.59838997214,0,1,0,1,0,1,0,0,0,1,0,1,0
26531,-0.651246070428,0.738260641456,1,0,0,1,0,1,0,0,0,0,1,0,1
24271,-0.0688152142423,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
4287,-0.403471617797,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,0,1
9975,4.28171803197,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
6619,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
22526,1.93912320708,-1.43998480292,0,1,0,1,0,0,1,0,0,1,0,1,0
13290,-0.709167371044,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
21262,-0.0688152142423,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
17157,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
12078,-0.622285420121,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
19991,-0.680206720736,-1.68751269433,0,1,0,1,0,0,1,0,1,0,0,1,0
13873,1.93912320708,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
18496,-0.709167371044,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
8882,0.265841189312,-1.63800711605,0,1,1,0,0,0,1,0,0,0,1,1,0
13881,-0.448521518275,-1.11819854409,0,1,0,1,0,0,1,0,1,0,0,1,0
10097,-0.725256621215,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
20338,-0.725256621215,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
19405,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
13249,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
9007,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
23013,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
13144,-0.0688152142423,-1.43998480292,0,1,1,0,0,0,1,0,1,0,0,1,0
13308,0.600497592867,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
18163,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
17847,-0.622285420121,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
4948,1.60446680353,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
5983,-0.651246070428,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
21715,-0.403471617797,-1.19245691152,0,1,1,0,0,0,1,0,1,0,0,1,0
25735,0.265841189312,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
19010,-0.403471617797,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
3443,1.26981039998,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
22099,3.61240522486,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
7274,-0.0688152142423,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
21479,3.2777488213,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
10491,-0.680206720736,-0.99443459839,0,1,0,1,0,1,0,0,1,0,0,0,1
4396,-0.709167371044,-1.19245691152,0,1,1,0,0,1,0,0,0,1,0,1,0
10962,2.94309241775,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
12265,-0.70594952101,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,0,1
17916,1.93912320708,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
16478,-0.622285420121,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
19451,-0.403471617797,-1.43998480292,0,1,0,1,0,1,0,0,0,1,0,0,1
11676,2.27377961064,0.738260641456,0,1,0,1,0,1,0,0,0,1,0,1,0
1361,-0.564364119506,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
697,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
26615,-0.50644281889,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
21861,-0.622285420121,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
19150,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
261,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
26320,1.93912320708,-1.53899595949,0,1,1,0,0,0,1,0,1,0,0,1,0
23085,-0.0688152142423,-0.499378815577,0,1,1,0,0,0,1,0,0,1,0,1,0
23544,-0.403471617797,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
12779,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
18702,-0.448521518275,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
11098,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
12109,-0.651246070428,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
21074,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
26447,-0.738128021351,0.738260641456,1,0,0,0,1,0,0,1,0,1,0,0,1
12805,2.27377961064,-1.73701827261,0,1,1,0,0,0,1,0,0,1,0,1,0
11844,-0.709167371044,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
17791,2.94309241775,0.0946881237989,0,1,1,0,0,0,1,0,0,1,0,1,0
11229,-0.0688152142423,-1.04394017667,0,1,1,0,0,0,1,0,0,0,1,1,0
20358,-0.419560867968,0.0946881237989,0,1,0,1,0,0,1,0,1,0,0,1,0
1401,-0.651246070428,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
9719,-0.403471617797,-0.845917863546,0,1,0,1,0,0,1,0,0,1,0,1,0
16019,-0.680206720736,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
26396,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
16694,-0.712385221078,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
23538,0.265841189312,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,0,1
13908,-0.718820921146,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
9676,-0.0688152142423,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
7278,1.26981039998,0.738260641456,0,1,0,1,0,0,1,0,0,0,1,1,0
3845,1.26981039998,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
15256,-0.593324769813,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
12879,-0.403471617797,-1.31622085722,0,1,0,1,0,1,0,0,1,0,0,1,0
2734,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
23388,0.935153996421,0.738260641456,0,1,0,1,0,0,1,0,0,0,1,1,0
7314,-0.0688152142423,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
7168,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,1,0,0,1,0
7796,0.265841189312,-1.63800711605,0,1,0,1,0,0,1,0,0,1,0,1,0
15926,-0.0688152142423,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
12735,-0.564364119506,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
9369,-0.680206720736,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
3045,-0.0688152142423,0.0946881237989,0,1,1,0,0,0,1,0,0,1,0,1,0
25110,-0.651246070428,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
732,0.935153996421,-0.821165074406,0,1,1,0,0,1,0,0,1,0,0,1,0
20640,-0.712385221078,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
26015,-0.403471617797,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
6214,-0.738128021351,-1.73701827261,0,1,0,1,0,1,0,0,0,1,0,0,1
5924,-0.0688152142423,-1.19245691152,0,1,1,0,0,0,1,0,0,1,0,1,0
20000,-0.403471617797,-1.39047922464,0,1,1,0,0,0,1,0,0,1,0,0,1
2105,-0.651246070428,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
24273,-0.709167371044,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
19211,-0.0688152142423,-1.68751269433,0,1,0,1,0,0,1,0,0,1,0,1,0
15228,-0.680206720736,-1.19245691152,0,1,1,0,0,0,1,0,0,0,1,1,0
2386,-0.680206720736,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,1,0
7423,-0.651246070428,-1.73701827261,0,1,0,1,0,0,1,0,0,1,0,1,0
2448,-0.680206720736,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,1,0
3976,1.60446680353,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
25403,-0.593324769813,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
24574,-0.738128021351,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
17271,-0.680206720736,-1.73701827261,0,1,1,0,0,0,1,0,1,0,0,1,0
17571,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
24651,-0.718820921146,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
6973,-0.403471617797,-1.63800711605,0,1,1,0,0,1,0,0,0,1,0,1,0
21626,0.265841189312,-1.39047922464,0,1,0,1,0,0,1,0,0,1,0,0,1
22001,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
25219,-0.564364119506,0.738260641456,1,0,0,1,0,0,1,0,0,1,0,1,0
3890,-0.680206720736,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
7003,-0.535403469198,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
6109,1.93912320708,-1.43998480292,0,1,1,0,0,0,1,0,0,1,0,1,0
12018,2.60843601419,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
2698,0.265841189312,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
4248,1.60446680353,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
13307,0.265841189312,0.738260641456,0,1,1,0,0,0,1,0,0,1,0,1,0
14270,-0.403471617797,-1.19245691152,0,1,0,1,0,0,1,0,0,1,0,1,0
12035,-0.535403469198,0.738260641456,0,1,1,0,0,1,0,0,0,1,0,1,0
13802,-0.651246070428,0.738260641456,1,0,0,1,0,1,0,0,0,1,0,0,1
24137,-0.0688152142423,0.738260641456,1,0,1,0,0,0,1,0,0,1,0,1,0
860,-0.403471617797,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
2093,0.600497592867,0.738260641456,0,1,0,1,0,0,1,0,0,1,0,1,0
12195,-0.0688152142423,0.738260641456,1,0,1,0,0,1,0,0,0,1,0,0,1
